ell,DeltaCl_over_Cl_A_percent,DeltaCl_over_Cl_B_percent
1769,-6.739100964401365e-26,-2.0217302893204095e-25
1770,-6.742225909960031e-26,-2.0226677729880096e-25
1771,-6.745347998428422e-26,-2.023604399528527e-25
1772,-6.748467229360218e-26,-2.0245401688080657e-25
1773,-6.751583602312879e-26,-2.025475080693864e-25
1774,-6.75469711684763e-26,-2.0264091350542894e-25
1775,-6.757807772529461e-26,-2.0273423317588383e-25
1776,-6.760915568927112e-26,-2.0282746706781338e-25
1777,-6.764020505613084e-26,-2.0292061516839254e-25
1778,-6.767122582163609e-26,-2.0301367746490826e-25
1779,-6.770221798158665e-26,-2.0310665394475996e-25
1780,-6.77331815318196e-26,-2.0319954459545882e-25
1781,-6.776411646820926e-26,-2.0329234940462777e-25
1782,-6.779502278666715e-26,-2.0338506836000145e-25
1783,-6.782590048314196e-26,-2.0347770144942588e-25
1784,-6.78567495536194e-26,-2.0357024866085823e-25
1785,-6.788756999412222e-26,-2.0366270998236668e-25
1786,-6.791836180071015e-26,-2.0375508540213045e-25
1787,-6.794912496947976e-26,-2.038473749084393e-25
1788,-6.79798594965645e-26,-2.0393957848969348e-25
1789,-6.80105653781346e-26,-2.040316961344038e-25
1790,-6.804124261039694e-26,-2.041237278311908e-25
1791,-6.807189118959513e-26,-2.0421567356878539e-25
1792,-6.810251111200934e-26,-2.0430753333602803e-25
1793,-6.813310237395628e-26,-2.0439930712186883e-25
1794,-6.816366497178911e-26,-2.0449099491536733e-25
1795,-6.819419890189746e-26,-2.0458259670569237e-25
1796,-6.822470416070729e-26,-2.0467411248212188e-25
1797,-6.825518074468082e-26,-2.0476554223404244e-25
1798,-6.828562865031657e-26,-2.0485688595094974e-25
1799,-6.831604787414921e-26,-2.0494814362244764e-25
1800,-6.834643841274954e-26,-2.050393152382486e-25
1801,-6.837680026272441e-26,-2.0513040078817323e-25
1802,-6.840713342071664e-26,-2.0522140026214988e-25
1803,-6.843743788340504e-26,-2.0531231365021514e-25
1804,-6.846771364750432e-26,-2.0540314094251297e-25
1805,-6.849796070976496e-26,-2.0549388212929492e-25
1806,-6.852817906697322e-26,-2.0558453720091967e-25
1807,-6.855836871595111e-26,-2.0567510614785339e-25
1808,-6.858852965355623e-26,-2.057655889606687e-25
1809,-6.86186618766818e-26,-2.058559856300454e-25
1810,-6.864876538225657e-26,-2.0594629614676973e-25
1811,-6.867884016724475e-26,-2.0603652050173425e-25
1812,-6.8708886228646e-26,-2.06126658685938e-25
1813,-6.873890356349529e-26,-2.062167106904859e-25
1814,-6.876889216886293e-26,-2.063066765065888e-25
1815,-6.879885204185444e-26,-2.0639655612556335e-25
1816,-6.882878317961052e-26,-2.0648634953883161e-25
1817,-6.885868557930705e-26,-2.0657605673792116e-25
1818,-6.88885592381549e-26,-2.0666567771446472e-25
1819,-6.891840415339997e-26,-2.0675521246019994e-25
1820,-6.894822032232317e-26,-2.068446609669695e-25
1821,-6.897800774224022e-26,-2.069340232267207e-25
1822,-6.900776641050173e-26,-2.0702329923150517e-25
1823,-6.903749632449309e-26,-2.0711248897347928e-25
1824,-6.906719748163434e-26,-2.0720159244490305e-25
1825,-6.909686987938026e-26,-2.072906096381408e-25
1826,-6.912651351522022e-26,-2.0737954054566067e-25
1827,-6.915612838667811e-26,-2.0746838516003434e-25
1828,-6.918571449131235e-26,-2.075571434739371e-25
1829,-6.921527182671576e-26,-2.076458154801473e-25
1830,-6.924480039051554e-26,-2.077344011715466e-25
1831,-6.927430018037324e-26,-2.078229005411197e-25
1832,-6.930377119398464e-26,-2.079113135819539e-25
1833,-6.933321342907973e-26,-2.079996402872392e-25
1834,-6.936262688342268e-26,-2.0808788065026806e-25
1835,-6.939201155481176e-26,-2.081760346644353e-25
1836,-6.942136744107917e-26,-2.082641023232375e-25
1837,-6.94506945400912e-26,-2.083520836202736e-25
1838,-6.947999284974805e-26,-2.084399785492442e-25
1839,-6.950926236798374e-26,-2.0852778710395125e-25
1840,-6.953850309276615e-26,-2.0861550927829844e-25
1841,-6.956771502209687e-26,-2.087031450662906e-25
1842,-6.95968981540112e-26,-2.0879069446203363e-25
1843,-6.962605248657811e-26,-2.0887815745973437e-25
1844,-6.965517801790012e-26,-2.0896553405370035e-25
1845,-6.968427474611327e-26,-2.0905282423833985e-25
1846,-6.971334266938713e-26,-2.091400280081614e-25
1847,-6.974238178592465e-26,-2.0922714535777395e-25
1848,-6.977139209396211e-26,-2.0931417628188634e-25
1849,-6.980037359176915e-26,-2.094011207753075e-25
1850,-6.982932627764865e-26,-2.0948797883294598e-25
1851,-6.985825014993665e-26,-2.0957475044980995e-25
1852,-6.988714520700237e-26,-2.096614356210071e-25
1853,-6.991601144724807e-26,-2.097480343417442e-25
1854,-6.994484886910906e-26,-2.0983454660732717e-25
1855,-6.997365747105365e-26,-2.0992097241316096e-25
1856,-7.000243725158304e-26,-2.100073117547491e-25
1857,-7.003118820923126e-26,-2.100935646276938e-25
1858,-7.00599103425652e-26,-2.1017973102769565e-25
1859,-7.008860365018451e-26,-2.1026581095055353e-25
1860,-7.011726813072144e-26,-2.1035180439216433e-25
1861,-7.014590378284099e-26,-2.10437711348523e-25
1862,-7.017451060524069e-26,-2.105235318157221e-25
1863,-7.020308859665064e-26,-2.1060926578995193e-25
1864,-7.023163775583337e-26,-2.106949132675001e-25
1865,-7.026015808158386e-26,-2.1078047424475156e-25
1866,-7.028864957272944e-26,-2.1086594871818834e-25
1867,-7.031711222812979e-26,-2.109513366843894e-25
1868,-7.03455460466768e-26,-2.1103663814003044e-25
1869,-7.037395102729461e-26,-2.1112185308188385e-25
1870,-7.040232716893947e-26,-2.112069815068184e-25
1871,-7.043067447059975e-26,-2.1129202341179924e-25
1872,-7.045899293129585e-26,-2.1137697879388757e-25
1873,-7.048728255008015e-26,-2.1146184765024048e-25
1874,-7.0515543326037e-26,-2.1154662997811103e-25
1875,-7.054377525828259e-26,-2.1163132577484776e-25
1876,-7.057197834596492e-26,-2.117159350378948e-25
1877,-7.060015258826385e-26,-2.1180045776479156e-25
1878,-7.062829798439083e-26,-2.118848939531725e-25
1879,-7.065641453358907e-26,-2.1196924360076723e-25
1880,-7.068450223513337e-26,-2.120535067054001e-25
1881,-7.071256108833004e-26,-2.121376832649901e-25
1882,-7.074059109251692e-26,-2.1222177327755074e-25
1883,-7.076859224706335e-26,-2.1230577674119003e-25
1884,-7.079656455136998e-26,-2.1238969365410996e-25
1885,-7.082450800486886e-26,-2.124735240146066e-25
1886,-7.085242260702332e-26,-2.1255726782106996e-25
1887,-7.088030835732788e-26,-2.1264092507198367e-25
1888,-7.090816525530829e-26,-2.1272449576592486e-25
1889,-7.093599330052143e-26,-2.1280797990156433e-25
1890,-7.096379249255524e-26,-2.1289137747766572e-25
1891,-7.099156283102868e-26,-2.1297468849308604e-25
1892,-7.101930431559168e-26,-2.1305791294677506e-25
1893,-7.10470169459251e-26,-2.131410508377753e-25
1894,-7.107470072174066e-26,-2.1322410216522202e-25
1895,-7.110235564278087e-26,-2.133070669283426e-25
1896,-7.112998170881903e-26,-2.133899451264571e-25
1897,-7.115757891965914e-26,-2.1347273675897743e-25
1898,-7.118514727513584e-26,-2.1355544182540753e-25
1899,-7.121268677511436e-26,-2.136380603253431e-25
1900,-7.124019741949051e-26,-2.1372059225847156e-25
1901,-7.126767920819062e-26,-2.1380303762457184e-25
1902,-7.129513214117138e-26,-2.138853964235141e-25
1903,-7.132255621841993e-26,-2.1396766865525978e-25
1904,-7.134995143995373e-26,-2.140498543198612e-25
1905,-7.137731780582057e-26,-2.1413195341746173e-25
1906,-7.140465531609841e-26,-2.1421396594829524e-25
1907,-7.143196397089546e-26,-2.1429589191268633e-25
1908,-7.145924377034998e-26,-2.1437773131104996e-25
1909,-7.14864947146304e-26,-2.144594841438912e-25
1910,-7.151371680393511e-26,-2.1454115041180537e-25
1911,-7.154091003849253e-26,-2.1462273011547756e-25
1912,-7.156807441856094e-26,-2.1470422325568285e-25
1913,-7.159520994442857e-26,-2.1478562983328573e-25
1914,-7.16223166164134e-26,-2.148669498492402e-25
1915,-7.164939443486323e-26,-2.149481833045897e-25
1916,-7.167644340015554e-26,-2.150293302004666e-25
1917,-7.170346351269753e-26,-2.151103905380926e-25
1918,-7.173045477292596e-26,-2.151913643187779e-25
1919,-7.17574171813072e-26,-2.152722515439216e-25
1920,-7.178435073833709e-26,-2.1535305221501127e-25
1921,-7.181125544454096e-26,-2.1543376633362287e-25
1922,-7.183813130047357e-26,-2.155143939014207e-25
1923,-7.186497830671899e-26,-2.1559493492015692e-25
1924,-7.189179646389063e-26,-2.156753893916719e-25
1925,-7.191858577263118e-26,-2.1575575731789355e-25
1926,-7.19453462336125e-26,-2.158360387008375e-25
1927,-7.197207784753561e-26,-2.159162335426068e-25
1928,-7.199878061513068e-26,-2.15996341845392e-25
1929,-7.202545453715689e-26,-2.160763636114706e-25
1930,-7.205209961440241e-26,-2.161562988432072e-25
1931,-7.207871584768447e-26,-2.162361475430534e-25
1932,-7.210530323784906e-26,-2.163159097135472e-25
1933,-7.21318617857711e-26,-2.163955853573133e-25
1934,-7.215839149235437e-26,-2.1647517447706314e-25
1935,-7.218489235853129e-26,-2.165546770755939e-25
1936,-7.221136438526307e-26,-2.1663409315578917e-25
1937,-7.223780757353951e-26,-2.1671342272061856e-25
1938,-7.226422192437907e-26,-2.167926657731372e-25
1939,-7.229060743882872e-26,-2.168718223164862e-25
1940,-7.231696411796396e-26,-2.169508923538919e-25
1941,-7.234329196288874e-26,-2.170298758886663e-25
1942,-7.236959097473542e-26,-2.1710877292420627e-25
1943,-7.239586115466469e-26,-2.171875834639941e-25
1944,-7.242210250386558e-26,-2.1726630751159674e-25
1945,-7.244831502355531e-26,-2.17344945070666e-25
1946,-7.247449871497941e-26,-2.1742349614493824e-25
1947,-7.250065357941149e-26,-2.1750196073823447e-25
1948,-7.252677961815324e-26,-2.1758033885445973e-25
1949,-7.255287683253448e-26,-2.1765863049760346e-25
1950,-7.257894522391303e-26,-2.1773683567173916e-25
1951,-7.260498479367465e-26,-2.1781495438102394e-25
1952,-7.263099554323296e-26,-2.1789298662969887e-25
1953,-7.265697747402953e-26,-2.179709324220886e-25
1954,-7.268293058753371e-26,-2.180487917626011e-25
1955,-7.270885488524253e-26,-2.181265646557276e-25
1956,-7.273475036868089e-26,-2.1820425110604275e-25
1957,-7.276061703940125e-26,-2.1828185111820374e-25
1958,-7.278645489898368e-26,-2.1835936469695107e-25
1959,-7.281226394903588e-26,-2.1843679184710764e-25
1960,-7.283804419119298e-26,-2.1851413257357896e-25
1961,-7.286379562711767e-26,-2.18591386881353e-25
1962,-7.288951825850004e-26,-2.1866855477550017e-25
1963,-7.29152120870575e-26,-2.187456362611725e-25
1964,-7.294087711453483e-26,-2.188226313436045e-25
1965,-7.296651334270409e-26,-2.1889954002811225e-25
1966,-7.299212077336453e-26,-2.189763623200936e-25
1967,-7.301769940834263e-26,-2.190530982250279e-25
1968,-7.304324924949196e-26,-2.191297477484759e-25
1969,-7.306877029869318e-26,-2.1920631089607953e-25
1970,-7.3094262557854e-26,-2.1928278767356204e-25
1971,-7.311972602890914e-26,-2.1935917808672742e-25
1972,-7.314516071382017e-26,-2.1943548214146054e-25
1973,-7.317056661457562e-26,-2.195116998437269e-25
1974,-7.319594373319091e-26,-2.195878311995727e-25
1975,-7.322129207170813e-26,-2.196638762151244e-25
1976,-7.324661163219622e-26,-2.1973983489658866e-25
1977,-7.327190241675077e-26,-2.198157072502523e-25
1978,-7.329716442749402e-26,-2.198914932824821e-25
1979,-7.332239766657489e-26,-2.199671929997247e-25
1980,-7.334760213616874e-26,-2.2004280640850627e-25
1981,-7.337277783847752e-26,-2.2011833351543254e-25
1982,-7.339792477572961e-26,-2.201937743271888e-25
1983,-7.342304295017983e-26,-2.202691288505395e-25
1984,-7.344813236410933e-26,-2.2034439709232802e-25
1985,-7.347319301982563e-26,-2.204195790594769e-25
1986,-7.34982249196625e-26,-2.204946747589875e-25
1987,-7.352322806597991e-26,-2.2056968419793976e-25
1988,-7.354820246116405e-26,-2.2064460738349212e-25
1989,-7.35731481076272e-26,-2.207194443228816e-25
1990,-7.359806500780777e-26,-2.2079419502342333e-25
1991,-7.362295316417017e-26,-2.2086885949251053e-25
1992,-7.364781257920487e-26,-2.209434377376146e-25
1993,-7.367264325542817e-26,-2.210179297662845e-25
1994,-7.369744519538238e-26,-2.2109233558614713e-25
1995,-7.372221840163557e-26,-2.2116665520490676e-25
1996,-7.374696287678173e-26,-2.212408886303452e-25
1997,-7.377167862344048e-26,-2.2131503587032143e-25
1998,-7.379636564425724e-26,-2.2138909693277173e-25
1999,-7.382102394190303e-26,-2.214630718257091e-25
2000,-7.384565351907458e-26,-2.215369605572237e-25
2001,-7.387025437849411e-26,-2.2161076313548236e-25
2002,-7.389482652290937e-26,-2.2168447956872814e-25
2003,-7.391936995509367e-26,-2.2175810986528103e-25
2004,-7.394388467784565e-26,-2.21831654033537e-25
2005,-7.396837069398945e-26,-2.219051120819684e-25
2006,-7.399282800637443e-26,-2.219784840191233e-25
2007,-7.401725661787534e-26,-2.2205176985362604e-25
2008,-7.404165653139217e-26,-2.221249695941765e-25
2009,-7.406602774985004e-26,-2.2219808324955015e-25
2010,-7.409037027619934e-26,-2.2227111082859804e-25
2011,-7.411468411341548e-26,-2.2234405234024646e-25
2012,-7.413896926449899e-26,-2.22416907793497e-25
2013,-7.416322573247544e-26,-2.2248967719742633e-25
2014,-7.418745352039529e-26,-2.2256236056118588e-25
2015,-7.4211652631334e-26,-2.2263495789400203e-25
2016,-7.423582306839193e-26,-2.227074692051758e-25
2017,-7.425996483469423e-26,-2.227798945040827e-25
2018,-7.428407793339084e-26,-2.2285223380017254e-25
2019,-7.430816236765654e-26,-2.2292448710296965e-25
2020,-7.43322181406907e-26,-2.229966544220721e-25
2021,-7.435624525571743e-26,-2.230687357671523e-25
2022,-7.438024371598543e-26,-2.231407311479563e-25
2023,-7.440421352476793e-26,-2.232126405743038e-25
2024,-7.442815468536275e-26,-2.2328446405608826e-25
2025,-7.445206720109216e-26,-2.233562016032765e-25
2026,-7.447595107530282e-26,-2.2342785322590847e-25
2027,-7.449980631136591e-26,-2.2349941893409774e-25
2028,-7.452363291267679e-26,-2.235708987380304e-25
2029,-7.454743088265525e-26,-2.236422926479657e-25
2030,-7.457120022474524e-26,-2.237136006742357e-25
2031,-7.459494094241502e-26,-2.2378482282724507e-25
2032,-7.461865303915692e-26,-2.238559591174708e-25
2033,-7.464233651848746e-26,-2.239270095554624e-25
2034,-7.46659913839472e-26,-2.2399797415184157e-25
2035,-7.468961763910076e-26,-2.240688529173023e-25
2036,-7.471321528753674e-26,-2.241396458626102e-25
2037,-7.473678433286767e-26,-2.2421035299860306e-25
2038,-7.476032477873e-26,-2.2428097433619e-25
2039,-7.478383662878401e-26,-2.2435150988635205e-25
2040,-7.480731988671386e-26,-2.2442195966014157e-25
2041,-7.483077455622736e-26,-2.244923236686821e-25
2042,-7.485420064105617e-26,-2.245626019231685e-25
2043,-7.487759814495557e-26,-2.2463279443486672e-25
2044,-7.490096707170445e-26,-2.247029012151134e-25
2045,-7.492430742510537e-26,-2.247729222753161e-25
2046,-7.494761920898437e-26,-2.248428576269531e-25
2047,-7.4970902427191e-26,-2.24912707281573e-25
2048,-7.499415708359837e-26,-2.249824712507951e-25
2049,-7.501738318210285e-26,-2.2505214954630853e-25
2050,-7.504058072662428e-26,-2.251217421798728e-25
2051,-7.506374972110586e-26,-2.2519124916331755e-25
2052,-7.508689016951399e-26,-2.2526067050854196e-25
2053,-7.511000207583838e-26,-2.253300062275152e-25
2054,-7.513308544409193e-26,-2.253992563322758e-25
2055,-7.515614027831068e-26,-2.2546842083493203e-25
2056,-7.517916658255378e-26,-2.2553749974766135e-25
2057,-7.520216436090349e-26,-2.2560649308271046e-25
2058,-7.522513361746507e-26,-2.256754008523952e-25
2059,-7.524807435636676e-26,-2.257442230691003e-25
2060,-7.527098658175974e-26,-2.2581295974527924e-25
2061,-7.529387029781815e-26,-2.2588161089345443e-25
2062,-7.531672550873888e-26,-2.2595017652621666e-25
2063,-7.533955221874175e-26,-2.2601865665622525e-25
2064,-7.536235043206926e-26,-2.260870512962078e-25
2065,-7.538512015298668e-26,-2.2615536045896004e-25
2066,-7.540786138578195e-26,-2.2622358415734586e-25
2067,-7.54305741347657e-26,-2.262917224042971e-25
2068,-7.545325840427107e-26,-2.263597752128132e-25
2069,-7.547591419865386e-26,-2.2642774259596155e-25
2070,-7.549854152229227e-26,-2.264956245668768e-25
2071,-7.552114037958713e-26,-2.265634211387614e-25
2072,-7.554371077496155e-26,-2.2663113232488465e-25
2073,-7.556625271286109e-26,-2.266987581385833e-25
2074,-7.55887661977537e-26,-2.2676629859326107e-25
2075,-7.561125123412956e-26,-2.268337537023887e-25
2076,-7.563370782650114e-26,-2.269011234795034e-25
2077,-7.565613597940311e-26,-2.2696840793820936e-25
2078,-7.567853569739242e-26,-2.2703560709217726e-25
2079,-7.5700906985048e-26,-2.27102720955144e-25
2080,-7.5723249846971e-26,-2.27169749540913e-25
2081,-7.574556428778453e-26,-2.2723669286335362e-25
2082,-7.57678503121338e-26,-2.273035509364014e-25
2083,-7.579010792468591e-26,-2.273703237740577e-25
2084,-7.581233713012994e-26,-2.274370113903898e-25
2085,-7.583453793317682e-26,-2.2750361379953044e-25
2086,-7.585671033855935e-26,-2.275701310156781e-25
2087,-7.587885435103214e-26,-2.2763656305309645e-25
2088,-7.59009699753715e-26,-2.277029099261145e-25
2089,-7.592305721637555e-26,-2.2776917164912665e-25
2090,-7.594511607886401e-26,-2.27835348236592e-25
2091,-7.596714656767828e-26,-2.2790143970303484e-25
2092,-7.598914868768134e-26,-2.2796744606304404e-25
2093,-7.601112244375773e-26,-2.280333673312732e-25
2094,-7.60330678408135e-26,-2.280992035224405e-25
2095,-7.605498488377616e-26,-2.2816495465132847e-25
2096,-7.607687357759469e-26,-2.282306207327841e-25
2097,-7.60987339272394e-26,-2.282962017817182e-25
2098,-7.612056593770201e-26,-2.28361697813106e-25
2099,-7.614236961399549e-26,-2.2842710884198646e-25
2100,-7.616414496115413e-26,-2.284924348834624e-25
2101,-7.618589198423342e-26,-2.2855767595270026e-25
2102,-7.620761068831002e-26,-2.286228320649301e-25
2103,-7.622930107848179e-26,-2.2868790323544537e-25
2104,-7.625096315986763e-26,-2.287528894796029e-25
2105,-7.627259693760753e-26,-2.288177908128226e-25
2106,-7.62942024168625e-26,-2.288826072505875e-25
2107,-7.631577960281456e-26,-2.289473388084437e-25
2108,-7.633732850066664e-26,-2.290119855019999e-25
2109,-7.635884911564255e-26,-2.290765473469277e-25
2110,-7.638034145298705e-26,-2.2914102435896116e-25
2111,-7.64018055179656e-26,-2.292054165538968e-25
2112,-7.642324131586453e-26,-2.292697239475936e-25
2113,-7.644464885199089e-26,-2.293339465559727e-25
2114,-7.646602813167242e-26,-2.293980843950173e-25
2115,-7.648737916025752e-26,-2.2946213748077257e-25
2116,-7.650870194311523e-26,-2.295261058293457e-25
2117,-7.652999648563514e-26,-2.295899894569054e-25
2118,-7.655126279322738e-26,-2.2965378837968213e-25
2119,-7.657250087132262e-26,-2.2971750261396784e-25
2120,-7.659371072537195e-26,-2.2978113217611587e-25
2121,-7.661489236084691e-26,-2.2984467708254076e-25
2122,-7.66360457832394e-26,-2.2990813734971825e-25
2123,-7.66571709980617e-26,-2.2997151299418513e-25
2124,-7.667826801084632e-26,-2.3003480403253895e-25
2125,-7.669933682714608e-26,-2.3009801048143826e-25
2126,-7.672037745253403e-26,-2.3016113235760213e-25
2127,-7.674138989260338e-26,-2.3022416967781014e-25
2128,-7.676237415296751e-26,-2.3028712245890258e-25
2129,-7.678333023925985e-26,-2.3034999071777956e-25
2130,-7.680425815713398e-26,-2.3041277447140197e-25
2131,-7.682515791226343e-26,-2.304754737367903e-25
2132,-7.684602951034175e-26,-2.3053808853102524e-25
2133,-7.686687295708243e-26,-2.306006188712473e-25
2134,-7.688768825821888e-26,-2.3066306477465664e-25
2135,-7.690847541950433e-26,-2.30725426258513e-25
2136,-7.692923444671195e-26,-2.307877033401359e-25
2137,-7.69499653456346e-26,-2.308498960369038e-25
2138,-7.697066812208488e-26,-2.309120043662547e-25
2139,-7.69913427818952e-26,-2.309740283456856e-25
2140,-7.701198933091758e-26,-2.3103596799275273e-25
